record_id,year,district,police_station,landmark_premise,premises_type,crime_category,statutory_ipc,date,hour,minute,day_of_week,is_weekend,is_night,is_rush_hour,latitude,longitude,severity_score,risk_index,risk_level,is_high_risk,confirmation_status
DEL-FIR-2019-100031,2019,Central,Chandni Chowk,Karol Bagh Gaffar Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2019-10-13,1,4,Sunday,1,1,0,28.651088,77.189868,4,0.759,High,1,Confirmed
DEL-FIR-2021-100032,2021,South-West,Vasant Vihar,Mahipalpur Highway Hotel Corridor,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2021-10-14,4,34,Thursday,0,1,0,28.543553,77.126487,3,0.565,Medium,0,Confirmed
DEL-FIR-2018-100033,2018,East,Laxmi Nagar,Kalyanpuri Bus Terminal Environs,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2018-01-05,14,6,Friday,0,0,0,28.618531,77.312169,4,0.561,Medium,0,Confirmed
DEL-FIR-2019-100034,2019,Shahdara,Vivek Vihar,Shahdara Railway Station Chauraha,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2019-07-26,3,21,Friday,0,1,0,28.673315,77.288395,3,0.644,Medium,0,Confirmed
DEL-FIR-2017-100037,2017,North,Kashmere Gate,Kamla Nagar Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2017-11-10,21,27,Friday,0,0,0,28.681438,77.202641,4,0.706,High,1,Confirmed
DEL-FIR-2019-100039,2019,Outer-North,Bawana,Narela Food Park & Mandi,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2019-01-09,13,1,Wednesday,0,0,0,28.842663,77.094286,3,0.54,Medium,0,Confirmed
DEL-FIR-2015-100041,2015,Outer,Nangloi,Paschim Vihar Jwala Heri Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2015-07-13,7,14,Monday,0,0,0,28.669075,77.109643,3,0.612,Medium,0,Confirmed
DEL-FIR-2024-100043,2024,South-East,Okhla,Lajpat Nagar Central Market,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2024-09-29,21,38,Sunday,1,0,0,28.566693,77.240199,3,0.606,Medium,0,Confirmed
DEL-FIR-2022-100045,2022,Outer-North,Bawana,Shahbad Dairy Area,Residential Gated Colony,Motor Vehicle Theft,IPC 379 (BNS 303),2022-05-28,3,58,Saturday,1,1,0,28.7591,77.110433,3,0.649,Medium,0,Confirmed
DEL-FIR-2021-100046,2021,Central,Rajinder Nagar,Daryaganj Sunday Book Market Area,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2021-08-19,1,44,Thursday,0,1,0,28.650071,77.237867,3,0.576,Medium,0,Confirmed
DEL-FIR-2015-100047,2015,East,Preet Vihar,Akshardham Metro Station Corridor,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2015-01-04,13,53,Sunday,1,0,0,28.62105,77.275249,4,0.692,High,1,Confirmed
DEL-FIR-2019-100048,2019,North-East,Jafrabad,Jafrabad Main Road,Street & Public Roadways,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2019-10-17,4,43,Thursday,0,1,0,28.682455,77.270368,4,0.583,Medium,0,Confirmed
DEL-FIR-2025-100050,2025,East,Preet Vihar,Mayur Vihar Phase 1 Pocket 1,Residential Gated Colony,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-08-28,20,15,Thursday,0,0,1,28.609169,77.296617,4,0.461,Medium,0,Confirmed
DEL-FIR-2020-100051,2020,North-West,Bharat Nagar,Ashok Vihar Deep Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2020-06-21,15,25,Sunday,1,0,0,28.688723,77.175912,3,0.567,Medium,0,Confirmed
DEL-FIR-2025-100052,2025,Outer-North,Alipur,Bawana Industrial Estate Sector 3,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-06-02,22,33,Monday,0,1,0,28.801073,77.04278,3,0.575,Medium,0,Confirmed
DEL-FIR-2025-100054,2025,Dwarka,Dwarka South,Najafgarh Road Trunk Highway,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-08-24,21,47,Sunday,1,0,0,28.620317,77.028359,4,0.643,Medium,0,Confirmed
DEL-FIR-2021-100055,2021,Outer,Mianwali Nagar,Sultanpuri C-Block Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2021-05-29,1,4,Saturday,1,1,0,28.705826,77.079644,3,0.847,High,1,Confirmed
DEL-FIR-2019-100056,2019,Outer-North,Narela,Shahbad Dairy Area,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2019-10-19,22,9,Saturday,1,1,0,28.755509,77.110493,3,0.621,Medium,0,Confirmed
DEL-FIR-2024-100058,2024,West,Rajouri Garden,Tilak Nagar Metro Station,Transit & Metro Hub,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2024-05-25,0,54,Saturday,1,1,0,28.637096,77.098282,3,0.753,High,1,Confirmed
DEL-FIR-2023-100059,2023,North-East,Bhajanpura,Jafrabad Main Road,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2023-09-21,1,1,Thursday,0,1,0,28.684544,77.268537,3,0.701,High,1,Confirmed
DEL-FIR-2023-100060,2023,West,Tilak Nagar,Janakpuri District Centre,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2023-11-02,17,1,Thursday,0,0,1,28.63046,77.079,2,0.369,Low,0,Confirmed
DEL-FIR-2022-100061,2022,Central,Paharganj,Chandni Chowk Main Street,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2022-05-05,10,24,Thursday,0,0,1,28.657165,77.229553,2,0.458,Medium,0,Confirmed
DEL-FIR-2016-100062,2016,North-East,Gokulpuri,Khajuri Khas Flyover Junction,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2016-11-01,8,53,Tuesday,0,0,1,28.718946,77.254854,4,0.453,Medium,0,Confirmed
DEL-FIR-2019-100064,2019,New Delhi,Chanakyapuri,Barakhamba Road ATM Cluster,Bank & ATM Premises,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2019-11-21,17,36,Thursday,0,0,1,28.629749,77.21964,3,0.424,Medium,0,Confirmed
DEL-FIR-2019-100066,2019,New Delhi,Tilak Marg,Khan Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2019-06-13,12,45,Thursday,0,0,0,28.600572,77.221666,4,0.6,Medium,0,Confirmed
DEL-FIR-2017-100067,2017,East,Laxmi Nagar,Preet Vihar Commercial Complex,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2017-09-18,14,38,Monday,0,0,0,28.642745,77.298369,4,0.635,Medium,0,Confirmed
DEL-FIR-2022-100068,2022,New Delhi,Tilak Marg,Khan Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2022-08-27,2,41,Saturday,1,1,0,28.593871,77.222623,3,0.778,High,1,Confirmed
DEL-FIR-2018-100069,2018,North-West,Ashok Vihar,Netaji Subhash Place Commercial Hub,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2018-06-07,0,45,Thursday,0,1,0,28.693607,77.153109,3,0.845,High,1,Confirmed
DEL-FIR-2023-100071,2023,South-West,Vasant Kunj,Vasant Kunj Promenade Mall,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2023-07-02,4,29,Sunday,1,1,0,28.544027,77.155019,3,0.79,High,1,Confirmed
DEL-FIR-2021-100072,2021,South-West,RK Puram,Vasant Kunj Promenade Mall,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2021-03-13,10,17,Saturday,1,0,1,28.539596,77.155263,3,0.578,Medium,0,Confirmed
DEL-FIR-2025-100073,2025,South,Saket,Hauz Khas Village Social Hub,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-09-05,21,44,Friday,0,0,0,28.553676,77.199485,4,0.489,Medium,0,Confirmed
DEL-FIR-2023-100074,2023,North-East,Seelampur,Seelampur Metro & Market Chowk,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2023-04-12,23,19,Wednesday,0,1,0,28.67013,77.264344,3,0.629,Medium,0,Confirmed
DEL-FIR-2020-100075,2020,West,Janakpuri,Mayapuri Industrial Area Phase 2,Industrial & Warehouse Estates,Motor Vehicle Theft,IPC 379 (BNS 303),2020-03-03,0,16,Tuesday,0,1,0,28.637178,77.135129,3,0.581,Medium,0,Confirmed
DEL-FIR-2024-100078,2024,North,Kashmere Gate,Civil Lines Rajpur Road,Residential Gated Colony,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2024-11-17,16,30,Sunday,1,0,0,28.687006,77.22655,2,0.334,Low,0,Confirmed
DEL-FIR-2016-100079,2016,South-East,Lajpat Nagar,Kalkaji Mandir Metro Hub,Transit & Metro Hub,Street Robbery / Mugging,IPC 392/394 (BNS 309),2016-03-15,20,36,Tuesday,0,0,1,28.549435,77.256456,4,0.625,Medium,0,Confirmed
DEL-FIR-2020-100080,2020,South-East,Nehru Place,Nehru Place IT & Electronics Complex,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2020-01-23,19,38,Thursday,0,0,1,28.547921,77.252586,3,0.528,Medium,0,Confirmed
DEL-FIR-2016-100081,2016,Outer-North,Samaypur Badli,GT Karnal Road Singhu Border Stretch,Street & Public Roadways,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2016-05-08,9,36,Sunday,1,0,1,28.879865,77.123415,2,0.418,Low,0,Confirmed
DEL-FIR-2016-100082,2016,North-East,Bhajanpura,Bhajanpura Wazirabad Road Intersection,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2016-09-06,23,11,Tuesday,0,1,0,28.700113,77.26178,3,0.653,High,1,Confirmed
DEL-FIR-2025-100083,2025,Shahdara,Krishna Nagar,Shahdara Railway Station Chauraha,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-03-08,3,18,Saturday,1,1,0,28.67481,77.287478,3,0.798,High,1,Confirmed
DEL-FIR-2017-100085,2017,North,Maurice Nagar,Sadar Bazar Wholesale Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2017-10-15,22,28,Sunday,1,1,0,28.654032,77.212534,4,0.797,High,1,Confirmed
DEL-FIR-2024-100086,2024,West,Patel Nagar,Punjabi Bagh Club Road,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2024-09-09,2,2,Monday,0,1,0,28.66913,77.128972,3,0.519,Medium,0,Confirmed
DEL-FIR-2022-100089,2022,Dwarka,Dwarka South,Dwarka Sector 6 Commercial Pocket,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2022-03-15,0,21,Tuesday,0,1,0,28.586551,77.065631,3,0.659,High,1,Confirmed
DEL-FIR-2025-100090,2025,South-West,RK Puram,Dhaula Kuan Underpass Intersection,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-03-14,17,2,Friday,0,0,1,28.595383,77.158128,3,0.473,Medium,0,Confirmed
DEL-FIR-2024-100091,2024,Central,Rajinder Nagar,Chandni Chowk Main Street,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2024-04-08,0,29,Monday,0,1,0,28.65622,77.228037,4,0.756,High,1,Confirmed
DEL-FIR-2021-100092,2021,Dwarka,Dwarka South,Dwarka Sector 6 Commercial Pocket,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2021-06-17,0,8,Thursday,0,1,0,28.591619,77.065133,4,0.736,High,1,Confirmed
DEL-FIR-2015-100093,2015,Central,Rajinder Nagar,Karol Bagh Gaffar Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2015-04-23,9,35,Thursday,0,0,1,28.650981,77.190812,4,0.616,Medium,0,Confirmed
DEL-FIR-2021-100094,2021,Outer,Paschim Vihar,Mangolpuri Industrial Area Phase 1,Industrial & Warehouse Estates,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2021-07-18,22,31,Sunday,1,1,0,28.693776,77.083834,3,0.842,High,1,Confirmed
DEL-FIR-2026-100095,2026,Outer,Paschim Vihar,Paschim Vihar Jwala Heri Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2026-05-26,20,12,Tuesday,0,0,1,28.667534,77.107575,3,0.532,Medium,0,Confirmed
DEL-FIR-2015-100096,2015,Central,Chandni Chowk,Daryaganj Sunday Book Market Area,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2015-01-22,8,52,Thursday,0,0,1,28.648715,77.239415,3,0.405,Low,0,Confirmed
DEL-FIR-2022-100097,2022,Dwarka,Dwarka South,Najafgarh Road Trunk Highway,Street & Public Roadways,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2022-06-16,16,22,Thursday,0,0,0,28.617014,77.028821,2,0.377,Low,0,Confirmed
DEL-FIR-2024-100098,2024,North-West,Model Town,Shalimar Bagh Club Road,Street & Public Roadways,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2024-03-19,0,14,Tuesday,0,1,0,28.71625,77.157575,3,0.61,Medium,0,Confirmed
DEL-FIR-2025-100100,2025,Dwarka,Dwarka Sector 10,Uttam Nagar East Metro Chowk,Transit & Metro Hub,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-04-01,17,58,Tuesday,0,0,1,28.619635,77.064077,2,0.46,Medium,0,Confirmed
DEL-FIR-2023-100101,2023,Outer,Mangolpuri,Nangloi Metro Rohtak Road,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2023-12-01,10,39,Friday,0,0,1,28.684139,77.064961,3,0.508,Medium,0,Confirmed
DEL-FIR-2015-100102,2015,Outer,Paschim Vihar,Peeragarhi Intersection & Metro,Transit & Metro Hub,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2015-10-22,0,55,Thursday,0,1,0,28.681236,77.092965,3,0.68,High,1,Confirmed
DEL-FIR-2017-100103,2017,East,Preet Vihar,Mayur Vihar Phase 1 Pocket 1,Residential Gated Colony,Street Robbery / Mugging,IPC 392/394 (BNS 309),2017-04-03,20,48,Monday,0,0,1,28.607056,77.293984,4,0.55,Medium,0,Confirmed
DEL-FIR-2024-100104,2024,Outer-North,Narela,Bawana Industrial Estate Sector 3,Industrial & Warehouse Estates,Motor Vehicle Theft,IPC 379 (BNS 303),2024-08-29,0,23,Thursday,0,1,0,28.79936,77.04334,3,0.7,High,1,Confirmed
DEL-FIR-2020-100105,2020,Dwarka,Dwarka Sector 23,Dwarka Sector 21 Metro Interchange,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2020-05-26,20,39,Tuesday,0,0,1,28.552045,77.059469,3,0.487,Medium,0,Confirmed
DEL-FIR-2021-100106,2021,South,Malviya Nagar,Mehrauli Archaeological Park Perimeter,Parks & Isolated Environs,Motor Vehicle Theft,IPC 379 (BNS 303),2021-06-14,14,57,Monday,0,0,0,28.524648,77.18474,3,0.437,Medium,0,Confirmed
DEL-FIR-2021-100108,2021,West,Rajouri Garden,Tilak Nagar Metro Station,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2021-08-15,21,18,Sunday,1,0,0,28.634333,77.093885,3,0.66,High,1,Confirmed
DEL-FIR-2020-100110,2020,North-East,Jafrabad,Bhajanpura Wazirabad Road Intersection,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2020-08-15,21,39,Saturday,1,0,0,28.700977,77.261325,4,0.599,Medium,0,Confirmed
DEL-FIR-2024-100111,2024,East,Laxmi Nagar,Preet Vihar Commercial Complex,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2024-11-20,10,50,Wednesday,0,0,1,28.638893,77.298034,2,0.415,Low,0,Confirmed
DEL-FIR-2023-100112,2023,North,Timarpur,Kashmere Gate ISBT & Metro,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2023-03-17,23,8,Friday,0,1,0,28.666216,77.228,3,0.673,High,1,Confirmed
DEL-FIR-2023-100114,2023,Central,Paharganj,Paharganj Hotel & Station Corridor,Transit & Metro Hub,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2023-03-16,12,54,Thursday,0,0,0,28.643629,77.213113,2,0.399,Low,0,Confirmed
DEL-FIR-2019-100116,2019,Central,Chandni Chowk,Paharganj Hotel & Station Corridor,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2019-12-19,17,20,Thursday,0,0,1,28.641943,77.213626,3,0.518,Medium,0,Confirmed
DEL-FIR-2026-100117,2026,North-West,Ashok Vihar,Shalimar Bagh Club Road,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2026-01-18,17,19,Sunday,1,0,1,28.720164,77.163002,3,0.507,Medium,0,Confirmed
DEL-FIR-2024-100118,2024,Rohini,Begumpur,Prashant Vihar Institutional Area,Bank & ATM Premises,Motor Vehicle Theft,IPC 379 (BNS 303),2024-05-26,23,44,Sunday,1,1,0,28.710952,77.132448,3,0.664,High,1,Confirmed
DEL-FIR-2023-100119,2023,Outer-North,Narela,GT Karnal Road Singhu Border Stretch,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2023-04-24,22,2,Monday,0,1,0,28.877378,77.126695,4,0.604,Medium,0,Confirmed
DEL-FIR-2023-100120,2023,South,Hauz Khas,Malviya Nagar Shivalik Colony,Residential Gated Colony,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2023-12-06,23,3,Wednesday,0,1,0,28.538077,77.215131,3,0.56,Medium,0,Confirmed
DEL-FIR-2016-100121,2016,Outer,Mangolpuri,Paschim Vihar Jwala Heri Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2016-02-19,13,1,Friday,0,0,0,28.674125,77.109932,4,0.562,Medium,0,Confirmed
DEL-FIR-2020-100123,2020,North-East,Jafrabad,Bhajanpura Wazirabad Road Intersection,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2020-08-15,4,8,Saturday,1,1,0,28.699557,77.263046,3,0.69,High,1,Confirmed
DEL-FIR-2022-100124,2022,Outer,Sultanpuri,Mangolpuri Industrial Area Phase 1,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2022-04-06,7,37,Wednesday,0,0,0,28.69354,77.087679,3,0.54,Medium,0,Confirmed
DEL-FIR-2023-100125,2023,North,Maurice Nagar,Civil Lines Rajpur Road,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2023-02-13,20,49,Monday,0,0,1,28.670703,77.227885,3,0.424,Medium,0,Confirmed
DEL-FIR-2021-100126,2021,Rohini,Kanjhawala,Prashant Vihar Institutional Area,Bank & ATM Premises,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2021-10-06,21,33,Wednesday,0,0,0,28.716574,77.132943,3,0.373,Low,0,Confirmed
DEL-FIR-2024-100127,2024,New Delhi,Mandir Marg,Chanakyapuri Diplomatic Enclave,Residential Gated Colony,Motor Vehicle Theft,IPC 379 (BNS 303),2024-12-12,3,58,Thursday,0,1,0,28.586506,77.165777,3,0.539,Medium,0,Confirmed
DEL-FIR-2022-100128,2022,Dwarka,Dwarka Sector 10,Dwarka Sector 21 Metro Interchange,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2022-04-17,21,35,Sunday,1,0,0,28.550365,77.058324,3,0.62,Medium,0,Confirmed
DEL-FIR-2019-100129,2019,South-East,Okhla,Kalkaji Mandir Metro Hub,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2019-10-28,14,7,Monday,0,0,0,28.553378,77.260218,4,0.554,Medium,0,Confirmed
DEL-FIR-2022-100130,2022,West,Tilak Nagar,Punjabi Bagh Club Road,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2022-01-04,10,27,Tuesday,0,0,1,28.665713,77.128252,3,0.349,Low,0,Confirmed
DEL-FIR-2025-100133,2025,South-East,Kalkaji,Greater Kailash 1 M-Block Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-10-25,23,9,Saturday,1,1,0,28.558332,77.22842,3,0.723,High,1,Confirmed
DEL-FIR-2020-100135,2020,Outer,Mianwali Nagar,Peeragarhi Intersection & Metro,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2020-12-30,13,59,Wednesday,0,0,0,28.68009,77.092132,4,0.575,Medium,0,Confirmed
DEL-FIR-2023-100136,2023,North-East,Gokulpuri,Gokulpuri Tyre Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2023-12-28,23,36,Thursday,0,1,0,28.703259,77.282108,3,0.688,High,1,Confirmed
DEL-FIR-2023-100137,2023,New Delhi,Tilak Marg,Connaught Place Inner Circle,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2023-04-20,19,10,Thursday,0,0,1,28.628876,77.21312,3,0.566,Medium,0,Confirmed
DEL-FIR-2016-100138,2016,Dwarka,Dwarka Sector 10,Najafgarh Road Trunk Highway,Street & Public Roadways,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2016-02-12,19,39,Friday,0,0,1,28.618665,77.028503,2,0.413,Low,0,Confirmed
